source_region,country,service_name,provider_name,provider_color,care_type,residential_places,address,state,suburb,postcode,organisation_type,remoteness,acpr,lga,county,metro_area,source_dataset,source_status,cms_certification_number,legal_business_name,chain_name,overall_rating,average_residents_per_day,latitude,longitude,funding_2024_25
Australia,Australia,Boronia Residential Aged Care,Aged Care Group Pty Ltd,#c13925,Residential,70,"7 Coogee Street, BORONIA, VIC, 3155",VIC,BORONIA,3155,Private Incorporated Body,Major Cities of Australia,Eastern Metro,Knox,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.853659,145.284678,7299820.52
Australia,Australia,Camberwell Mews Care Community,DPG Services Pty Ltd,#ccde4f,Residential,64,"2a Warburton Road, CAMBERWELL EAST, VIC, 3126",VIC,CAMBERWELL EAST,3126,Private Incorporated Body,Major Cities of Australia,Eastern Metro,Boroondara,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.8261609999999,145.071348999999,6535926.61
Australia,Australia,Arcare Surrey Hills,Arcare Pty Ltd,#d83a31,Residential,52,"18 Florence Road, SURREY HILLS, VIC, 3127",VIC,SURREY HILLS,3127,Private Incorporated Body,Major Cities of Australia,Eastern Metro,Whitehorse,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.828287,145.102336,4638836.14
Australia,Australia,Villa Maria Catholic Homes O'Neill Aged Care Residence,Villa Maria Catholic Homes Limited,#5d4fde,Residential,22,"101 Lewisham Road North, PRAHRAN, VIC, 3181",VIC,PRAHRAN,3181,Charitable,Major Cities of Australia,Southern Metro,Stonnington,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.851047,144.999294999999,2418668.5
Australia,Australia,Village Baxter - Manor,Baptist Village Baxter Ltd,#4fdea4,Residential,64,"8 Robinsons Road, FRANKSTON SOUTH, VIC, 3199",VIC,FRANKSTON SOUTH,3199,Religious,Major Cities of Australia,Southern Metro,Frankston,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-38.1749549999999,145.144495,6839010.54
Australia,Australia,Salisbury House Nursing Home,Menarock Aged Care Services (Templestowe) Pty Ltd,#6c25c1,Residential,90,"3 Salisbury Road, BEACONSFIELD UPPER, VIC, 3808",VIC,BEACONSFIELD UPPER,3808,Private Incorporated Body,Major Cities of Australia,Southern Metro,Cardinia,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-38.0055899999999,145.410847999999,9281308.07
Australia,Australia,Millhaven Lodge,Pakenham & District Hospital Inc,#258bc1,Residential,119,"54-64 Princes Highway, PAKENHAM, VIC, 3810",VIC,PAKENHAM,3810,Community Based,Major Cities of Australia,Southern Metro,Cardinia,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-38.0711859999999,145.482691999999,11876470.58
Australia,Australia,Bupa Croydon,Bupa Aged Care Australia Pty Ltd,#31b9d8,Residential,84,"124 Maroondah Highway, CROYDON, VIC, 3136",VIC,CROYDON,3136,Private Incorporated Body,Major Cities of Australia,Eastern Metro,Maroondah,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.787959,145.273191999999,8701012.51
Australia,Australia,Regis Capel Sound,Regis Aged Care Pty Ltd,#d831c0,Residential,170,"34 a Balaka Street, Capel Sound, VIC, 3940",VIC,Capel Sound,3940,Private Incorporated Body,Major Cities of Australia,Southern Metro,Mornington Peninsula,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-38.370158,144.880253,14008722.58
Australia,Australia,Villa Maria Catholic Homes Wantirna Aged Care Residence,Villa Maria Catholic Homes Limited,#5d4fde,Residential,96,"355 Stud Road, WANTIRNA SOUTH, VIC, 3152",VIC,WANTIRNA SOUTH,3152,Charitable,Major Cities of Australia,Eastern Metro,Knox,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.8710099999999,145.233709,10576168.67
Australia,Australia,Calvary Kirralee,Calvary Aged Care Limited,#2570c1,Residential,113,"207-213 Richard Street, BALLARAT, VIC, 3350",VIC,BALLARAT,3350,Charitable,Inner Regional Australia,Grampians,Ballarat,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.566433,143.89006,10364708.1
Australia,Australia,Kensington Grange,Wickro Pty Ltd,#b025c1,Residential,100,"1/13 Ferguson Road, LEOPOLD, VIC, 3224",VIC,LEOPOLD,3224,Private Incorporated Body,Major Cities of Australia,Barwon-South Western,Greater Geelong,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-38.190669,144.463157999999,10259890.33
Australia,Australia,Mercy Place Shepparton,Mercy Aged and Community Care Ltd,#4f5cde,Residential,96,"351-359 Archer Street, SHEPPARTON, VIC, 3630",VIC,SHEPPARTON,3630,Charitable,Inner Regional Australia,Hume,Greater Shepparton,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-36.4066559999999,145.408303999999,10955002.9
Australia,Australia,Regis Ringwood,Regis Aged Care Pty Ltd,#d831c0,Residential,90,"294 Maroondah Highway, RINGWOOD, VIC, 3134",VIC,RINGWOOD,3134,Private Incorporated Body,Major Cities of Australia,Eastern Metro,Maroondah,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.8088169999999,145.240633,5977475.45
Australia,Australia,Parkdale Aged Care,Aged Care Group Pty Ltd,#c13925,Residential,60,"43-45 Herbert Street, PARKDALE, VIC, 3195",VIC,PARKDALE,3195,Private Incorporated Body,Major Cities of Australia,Southern Metro,Kingston (Vic.),,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.9965809999999,145.077326999999,5488262.84
Australia,Australia,Hope Aged Care Sunshine,Taronne Pty Ltd,#4faede,Residential,65,"2 Killara Street, SUNSHINE WEST, VIC, 3020",VIC,SUNSHINE WEST,3020,Private Incorporated Body,Major Cities of Australia,Western Metro,Brimbank,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.7873379999999,144.823780999999,6128347.36
Australia,Australia,Cumberland Manor,Primary Caring Pty Ltd,#b04fde,Residential,74,"25-27 Wiltshire Street, NORTH SUNSHINE, VIC, 3020",VIC,NORTH SUNSHINE,3020,Private Incorporated Body,Major Cities of Australia,Western Metro,Brimbank,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.7751939999999,144.844029,7090420.16
Australia,Australia,Calvary Springvale,Calvary Aged Care Limited,#2570c1,Residential,73,"340-344 Springvale Road, SPRINGVALE, VIC, 3171",VIC,SPRINGVALE,3171,Charitable,Major Cities of Australia,Southern Metro,Greater Dandenong,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.957017,145.151092,8299756.0
Australia,Australia,Hope Aged Care Gladstone Park,Sixth Eastway Pty Ltd,#c12527,Residential,82,"14 South Circular Road, GLADSTONE PARK, VIC, 3043",VIC,GLADSTONE PARK,3043,Private Incorporated Body,Major Cities of Australia,Northern Metro,Hume,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.686987,144.886167999999,7813673.86
Australia,Australia,Allanvale Private Nursing Home,MECWA,#25c192,Residential,51,"38-40 Ascot Street South, ALTONA MEADOWS, VIC, 3028",VIC,ALTONA MEADOWS,3028,Community Based,Major Cities of Australia,Western Metro,Hobsons Bay,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.87089,144.763621999999,5323372.66
Australia,Australia,Bupa Wodonga,Bupa Aged Care Australia Pty Ltd,#31b9d8,Residential,116,"11-19 Melrose Drive, WODONGA, VIC, 3690",VIC,WODONGA,3690,Private Incorporated Body,Inner Regional Australia,Hume,Wodonga,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-36.1164559999999,146.868091999999,12222715.88
Australia,Australia,Bupa Bonbeach,Bupa Aged Care Australia Pty Ltd,#31b9d8,Residential,96,"55-57 Broadway, Chelsea, VIC, 3196",VIC,Chelsea,3196,Private Incorporated Body,Major Cities of Australia,Southern Metro,Kingston (Vic.),,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-38.0549079999999,145.130392,10355351.38
Australia,Australia,Estia Health Ardeer,Estia Investments Pty Ltd,#ba4fde,Residential,55,"30 North Street, ARDEER, VIC, 3022",VIC,ARDEER,3022,Private Incorporated Body,Major Cities of Australia,Western Metro,Brimbank,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.7792749999999,144.807895,6124708.24
Australia,Australia,Bupa Bellarine Lakes,Bupa Aged Care Australia Pty Ltd,#31b9d8,Residential,108,"402 Bellarine Highway, MOOLAP, VIC, 3224",VIC,MOOLAP,3224,Private Incorporated Body,Major Cities of Australia,Barwon-South Western,Greater Geelong,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-38.180506,144.426734,11587974.17
Australia,Australia,Estia Health Altona Meadows,Estia Investments Pty Ltd,#ba4fde,Residential,90,"297 Queen Street, ALTONA MEADOWS, VIC, 3028",VIC,ALTONA MEADOWS,3028,Private Incorporated Body,Major Cities of Australia,Western Metro,Hobsons Bay,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.873809,144.787634999999,9421298.97
Australia,Australia,Benetas Colton Close,Anglican Aged Care Services Group,#31d88c,Residential,118,"1-19 York Street, GLENROY, VIC, 3046",VIC,GLENROY,3046,Religious,Major Cities of Australia,Northern Metro,Merri-bek,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.705362,144.911281,10128244.79
Australia,Australia,Bupa South Morang,Bupa Aged Care Australia Pty Ltd,#31b9d8,Residential,65,"18-22 McGlynn Avenue, SOUTH MORANG, VIC, 3752",VIC,SOUTH MORANG,3752,Private Incorporated Body,Major Cities of Australia,Northern Metro,Whittlesea,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.654648,145.088146999999,7811920.57
Australia,Australia,Regis Sunraysia,Regis Aged Care Pty Ltd,#d831c0,Residential,73,"253 Tenth Street, MILDURA, VIC, 3500",VIC,MILDURA,3500,Private Incorporated Body,Outer Regional Australia,Loddon-Mallee,Mildura,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.17925,142.148257999999,7270461.55
Australia,Australia,South Port Community Residential Home,Claremont and Southport Aged Care Limited,#4fbcde,Residential,30,"18-30 Richardson Street, ALBERT PARK, VIC, 3206",VIC,ALBERT PARK,3206,Community Based,Major Cities of Australia,Southern Metro,Port Phillip,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.8427939999999,144.947789,3200121.88
Australia,Australia,Mercy Place Keon Park,Mercy Aged and Community Care Ltd,#4f5cde,Residential,96,"15 Tunaley Parade, RESERVOIR, VIC, 3073",VIC,RESERVOIR,3073,Charitable,Major Cities of Australia,Northern Metro,Darebin,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.6972779999999,145.026028999999,10767978.32
Australia,Australia,Westgate Aged Care Facility,Pannavila Enterprises Pty Ltd,#d88631,Residential,90,"4 William Street, NEWPORT, VIC, 3015",VIC,NEWPORT,3015,Private Incorporated Body,Major Cities of Australia,Western Metro,Hobsons Bay,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.841403,144.879327999999,5794119.66
Australia,Australia,Vermont Aged Care,Georjose Pty Ltd,#2531c1,Residential,99,"770 Canterbury Road, VERMONT, VIC, 3133",VIC,VERMONT,3133,Private Incorporated Body,Major Cities of Australia,Eastern Metro,Whitehorse,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.833472,145.209425,7882844.21
Australia,Australia,Sherbrooke Private Nursing Home,Menarock Aged Care Services (Victoria) Pty Ltd,#d8ad31,Residential,45,"18 Tarana Avenue, UPPER FERNTREE GULLY, VIC, 3156",VIC,UPPER FERNTREE GULLY,3156,Private Incorporated Body,Major Cities of Australia,Eastern Metro,Knox,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.8973489999999,145.298301,4371426.77
Australia,Australia,Mercy Place Wyndham,Mercy Aged and Community Care Ltd,#4f5cde,Residential,110,"39 DEUTGAM Street, WERRIBEE, VIC, 3030",VIC,WERRIBEE,3030,Charitable,Major Cities of Australia,Western Metro,Wyndham,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.9081899999999,144.657196999999,11584095.95
Australia,Australia,Royal Freemasons Footscray,Royal Freemasons Ltd,#6a4fde,Residential,60,"25 Mephan Street, FOOTSCRAY, VIC, 3011",VIC,FOOTSCRAY,3011,Charitable,Major Cities of Australia,Western Metro,Maribyrnong,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.7866029999999,144.884282,7746836.72
Australia,Australia,Natimuk Aged Care Home,West Wimmera Health Service,#25c14f,Residential,41,"6 SCHURMANN Street, NATIMUK, VIC, 3409",VIC,NATIMUK,3409,State Government,Outer Regional Australia,Grampians,Horsham,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-36.7452529999999,141.937601,2135061.43
Australia,Australia,San Carlo Homes for the Aged,San Carlo Homes for the Aged Ltd,#4fdea0,Residential,142,"970 Plenty Road, SOUTH MORANG, VIC, 3752",VIC,SOUTH MORANG,3752,Religious,Major Cities of Australia,Northern Metro,Whittlesea,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.6401869999999,145.097846,14367198.54
Australia,Australia,GraniteHill Aged Care,Euroa Health Inc,#bac125,Residential,85,"36 Kennedy Street, EUROA, VIC, 3666",VIC,EUROA,3666,Community Based,Inner Regional Australia,Hume,Strathbogie,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-36.759171,145.570093,9566785.65
Australia,Australia,McGregor Gardens Aged Care,Menarock Aged Care Services (Victoria) Pty Ltd,#d8ad31,Residential,91,"11 MCGREGOR Road, PAKENHAM, VIC, 3810",VIC,PAKENHAM,3810,Private Incorporated Body,Major Cities of Australia,Southern Metro,Cardinia,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-38.076647,145.474436999999,10671347.69
Australia,Australia,Shepparton Aged Care,Menarock Aged Care Services (Victoria) Pty Ltd,#d8ad31,Residential,62,"29-35 Pine Road, SHEPPARTON, VIC, 3630",VIC,SHEPPARTON,3630,Private Incorporated Body,Inner Regional Australia,Hume,Greater Shepparton,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-36.3572879999999,145.407330999999,7152199.63
Australia,Australia,Mercy Health Bethlehem Home For The Aged,Mercy Aged and Community Care Ltd,#4f5cde,Residential,120,"36-42 Specimen Hill Road, GOLDEN SQUARE, VIC, 3555",VIC,GOLDEN SQUARE,3555,Charitable,Inner Regional Australia,Loddon-Mallee,Greater Bendigo,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-36.76784,144.249726,13619494.03
Australia,Australia,Nazareth House Ballarat,Nazareth Care,#8cc125,Residential,145,"218 Mill Street, BALLARAT, VIC, 3350",VIC,BALLARAT,3350,Religious,Inner Regional Australia,Grampians,Ballarat,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.553786,143.845017,15552541.95
Australia,Australia,Riverview Aged Care,East Wimmera Health Service,#4f73de,Residential,12,"1 Aitken Avenue, DONALD, VIC, 3480",VIC,DONALD,3480,State Government,Outer Regional Australia,Loddon-Mallee,Buloke,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-36.365122,142.975116,1869528.42
Australia,Australia,Archie Gray Nursing Home Unit,West Wimmera Health Service,#25c14f,Residential,11,"1 ROACHE Street, KANIVA, VIC, 3419",VIC,KANIVA,3419,State Government,Outer Regional Australia,Grampians,West Wimmera,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-36.381186,141.246060999999,1888566.09
Australia,Australia,Avoca Nursing Home,Maryborough District Health Service,#d89831,Residential,20,"10 Templeton Street, AVOCA, VIC, 3467",VIC,AVOCA,3467,State Government,Inner Regional Australia,Grampians,Pyrenees,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.092419,143.468565,2183085.45
Australia,Australia,Lorne Nursing Home,Great Ocean Road Health,#864fde,Residential,22,"7 Albert Street, LORNE, VIC, 3232",VIC,LORNE,3232,State Government,Inner Regional Australia,Barwon-South Western,Surf Coast,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-38.546373,143.979402999999,2417663.0
Australia,Australia,Cohuna District Nursing Home,Cohuna District Hospital,#7b31d8,Residential,16,"144-158 King George Street, COHUNA, VIC, 3568",VIC,COHUNA,3568,State Government,Outer Regional Australia,Loddon-Mallee,Gannawarra,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-35.800141,144.214508999999,2348128.93
Australia,Australia,Calvary Lakes Entrance,Calvary Aged Care Limited,#2570c1,Residential,75,"23 Alexandra Avenue, KALIMNA, VIC, 3909",VIC,KALIMNA,3909,Charitable,Outer Regional Australia,Gippsland,East Gippsland,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.876741,147.96324,5632835.2
